Mês Ano;Órgão Superior;Órgão/Entidade Vinculada;Valor Empenhado;Valor Liquidado;Valor Pago;Valor Restos a Pagar Pagos
jan/25;26000 - Ministério da Educação;26201 - Colégio Pedro II;505.231.297,52;59.614.588,20;513.894,86;71.546.505,45
jul/25;26000 - Ministério da Educação;26201 - Colégio Pedro II;39.040.697,87;71.737.058,07;93.724.428,57;2.615.371,65
jun/25;26000 - Ministério da Educação;26201 - Colégio Pedro II;16.358.086,50;92.154.874,86;72.346.239,10;1.556.549,13
mar/25;26000 - Ministério da Educação;26201 - Colégio Pedro II;5.307.799,06;62.338.754,61;60.738.546,41;4.800.191,47
ago/25;26000 - Ministério da Educação;26201 - Colégio Pedro II;8.835.535,49;59.411.149,24;70.748.764,99;1.393.960,34
mar/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;2.338.635.211,00;1.948.540.323,26;1.916.423.591,17;265.071.335,02
fev/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;1.130.687.726,27;837.717.711,22;1.865.265.320,66;312.254.626,76
mai/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;2.788.194.895,53;2.113.493.270,55;2.131.309.922,48;264.510.314,53
jun/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;3.842.687.867,57;3.291.302.586,99;2.472.264.398,95;243.523.447,08
jan/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;3.117.197.999,09;2.849.164.143,58;52.294.656,03;1.444.816.195,88
jul/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;3.396.326.523,07;2.342.037.905,70;3.155.259.298,55;220.187.801,50
abr/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;3.156.654.108,99;2.895.910.812,75;2.789.580.238,09;333.742.654,89
ago/25;52000 - Ministério da Defesa;52111 - Comando da Aeronáutica;3.001.737.099,24;2.325.865.320,52;2.325.969.696,13;126.053.044,10
jan/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;26.876.396.434,21;2.160.456.962,43;585.662.648,47;1.797.486.388,60
mar/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;444.853.108,91;2.264.034.325,90;2.236.128.857,65;152.281.216,13
fev/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;412.595.246,61;2.203.356.155,99;2.206.025.997,55;247.500.328,84
mai/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;674.073.502,03;2.761.660.315,07;2.771.136.397,34;136.622.344,58
abr/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;1.648.951.171,07;2.568.877.879,28;2.461.977.527,18;146.240.953,63
jun/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;1.041.237.103,95;3.679.168.187,32;2.822.632.996,27;89.985.101,12
jul/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;485.809.239,13;2.586.667.558,92;3.391.092.900,61;74.431.532,91
ago/25;52000 - Ministério da Defesa;52131 - Comando da Marinha;786.445.513,99;2.437.503.435,11;1.949.239.442,49;83.745.202,96
jan/25;52000 - Ministério da Defesa;52121 - Comando do Exército;49.497.198.378,74;3.861.804.013,59;943.109.528,62;3.226.652.128,08
fev/25;52000 - Ministério da Defesa;52121 - Comando do Exército;736.508.758,88;3.771.972.816,95;3.875.776.311,87;336.795.955,43
mar/25;52000 - Ministério da Defesa;52121 - Comando do Exército;466.586.087,76;4.054.123.264,82;3.811.595.336,02;331.314.805,33
abr/25;52000 - Ministério da Defesa;52121 - Comando do Exército;325.100.880,37;4.133.778.280,04;4.149.850.899,11;458.871.274,22
mai/25;52000 - Ministério da Defesa;52121 - Comando do Exército;1.925.549.277,45;4.093.133.236,55;4.165.379.665,74;174.464.046,45
jul/25;52000 - Ministério da Defesa;52121 - Comando do Exército;462.505.222,45;4.346.665.857,32;6.017.670.855,80;180.464.211,56
ago/25;52000 - Ministério da Defesa;52121 - Comando do Exército;697.132.623,83;4.197.649.216,32;3.242.623.081,80;145.306.749,11
jun/25;52000 - Ministério da Defesa;52121 - Comando do Exército;830.136.711,02;6.027.711.857,84;4.276.503.427,53;185.898.855,15
jan/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;208.130.610,84;15.102.904,43;171.671,13;16.923.379,03
mar/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;4.632.833,19;18.561.168,53;16.588.849,10;584.104,29
abr/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;1.218.356,84;24.438.509,91;19.739.093,11;411.417,68
jun/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;4.426.926,50;22.450.194,09;20.901.051,86;239.319,05
fev/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;2.783.507,51;18.150.058,94;12.877.220,27;4.572.299,15
mai/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;158.735,39;20.678.239,58;23.760.921,88;514.940,82
jul/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;6.315.014,42;19.446.106,85;22.965.368,59;213.288,95
ago/25;25000 - Ministério da Fazenda;25203 - Comissão de Valores Mobiliários;23.614.115,00;18.640.418,24;19.787.218,03;146.926,48
mar/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;22.605.805,72;81.140.919,16;82.447.565,36;5.521.196,42
jan/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;853.981.486,96;70.544.178,54;8.650.762,99;72.075.379,37
jun/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;111.075.248,10;127.544.853,59;109.601.987,97;3.233.378,29
jul/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;69.076.076,68;98.902.997,77;124.918.785,59;1.536.467,65
mai/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;19.321.187,76;101.336.806,24;122.079.231,99;3.734.866,91
fev/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;34.267.375,88;85.900.510,58;77.613.987,99;12.664.230,51
abr/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;53.642.211,65;120.072.992,52;78.864.554,71;3.026.930,03
ago/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20301 - Comissão Nacional de Energia Nuclear;8.090.500,62;104.267.316,87;91.116.599,59;1.247.988,57
jul/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;119.845.511,71;126.302.106,50;130.532.681,74;6.377.022,32
mai/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;117.903.608,51;117.605.408,52;111.804.034,19;17.560.410,45
jun/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;121.433.650,83;118.426.242,74;96.334.812,78;12.019.285,09
abr/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;115.054.094,33;115.630.253,16;107.022.843,86;5.048.412,88
ago/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;127.169.483,23;83.121.680,53;98.792.926,46;7.995.589,33
fev/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;129.079.636,54;103.352.098,74;101.027.729,73;10.871.350,46
jan/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;85.640.907,00;55.158.158,41;19.575.568,61;68.392.958,74
mar/25;56000 - Ministério das Cidades;29214 - Companhia Brasileira de Trens Urbanos;102.642.249,95;106.433.596,53;105.333.309,79;10.883.267,24
abr/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;20.566.214,69;71.224.507,38;69.005.710,32;104.983.144,64
mar/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;17.924.829,26;57.336.055,01;57.540.596,30;68.490.689,19
jun/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;72.669.121,86;96.452.237,13;79.927.203,92;232.563.653,52
jul/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;54.268.548,55;81.721.591,48;105.243.833,19;119.751.378,99
ago/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;47.411.750,60;93.683.103,98;83.682.208,15;71.355.045,37
jan/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;774.488.215,28;49.238.686,62;2.817.223,28;358.022.798,56
fev/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;3.362.599,27;53.534.679,34;59.034.048,86;59.575.349,63
mai/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;112.379.853,36;110.952.213,76;98.453.608,36;314.600.163,56
fev/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;33.285.035,14;59.771.723,02;45.904.493,11;5.703.158,40
jan/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;105.831.859,64;44.681.106,48;24.763.191,44;31.647.596,80
jun/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;44.197.243,12;44.498.905,51;46.968.295,17;2.694.917,90
abr/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;30.330.161,02;32.620.274,18;48.650.333,74;6.073.499,48
jul/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;51.898.257,53;45.288.720,02;45.825.090,31;2.703.506,87
mai/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;56.058.868,41;47.427.101,36;43.042.408,23;2.841.297,07
mar/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;69.204.880,16;43.584.888,95;57.809.957,24;4.323.646,78
ago/25;32000 - Ministério de Minas e Energia;29208 - Companhia de Pesquisa de Recursos Minerais;147.893.860,86;59.138.482,59;50.549.140,06;1.287.151,39
mar/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;44.760.114,65;109.364.969,55;115.753.236,18;45.249.777,47
fev/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;58.989.231,71;103.045.773,90;98.531.379,53;69.298.280,93
abr/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;116.646.449,23;111.856.900,58;107.545.568,28;34.201.137,91
mai/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;28.571.236,03;116.125.894,72;117.682.705,38;35.463.462,72
jan/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;557.458.208,56;108.628.813,06;25.662.264,48;121.773.807,33
jun/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;186.088.803,30;108.967.750,49;117.603.805,01;23.520.374,78
jul/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;328.444.460,85;131.000.348,41;137.060.006,62;35.531.773,74
ago/25;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;22211 - Companhia Nacional de Abastecimento;34.698.771,49;92.694.119,30;128.640.770,28;17.717.983,33
fev/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;5.480.962,03;2.442.712,88;2.339.885,57;1.559.684,73
jan/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;7.608.766,24;1.324.114,29;72.750,81;4.322.759,04
mar/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;8.448.386,71;4.462.658,64;3.796.523,04;322.242,43
abr/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;3.544.878,17;5.428.339,82;5.340.408,18;171.079,22
jun/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;9.621.011,17;5.122.696,23;4.748.266,96;1.935.502,62
jul/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;18.089.282,24;4.264.984,22;4.742.760,34;244.667,58
mai/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;636.209,45;3.773.359,25;4.202.268,66;71.455,25
ago/25;30000 - Ministério da Justiça e Segurança Pública;30211 - Conselho Administrativo de Defesa Econômica;7.352.098,43;6.587.241,55;6.249.391,04;27.922,12
jul/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;241.205.365,92;226.280.911,83;180.536.150,10;115.177.608,60
mar/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;19.046.121,93;33.757.675,47;32.425.914,91;143.730.834,64
jun/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;318.793.795,31;183.569.318,52;163.354.222,87;55.807.641,03
jan/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;263.475.934,89;29.183.044,02;1.147.037,40;67.740.165,91
abr/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;188.743.469,49;117.077.432,35;133.202.087,84;129.331.692,34
mai/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;83.752.404,15;159.222.301,40;161.424.212,92;65.668.794,60
fev/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;144.839.674,84;162.664.581,25;149.779.134,40;251.230.741,17
ago/25;24000 - Ministério da Ciência, Tecnologia e Inovação;20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico;116.023.131,75;132.528.713,18;169.584.919,92;54.404.040,53
fev/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;10.924.382,93;101.278.133,75;70.594.348,80;23.253.437,55
mar/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;11.132.394,46;106.565.274,42;105.729.670,81;3.208.371,32
jul/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;88.243.010,00;114.484.696,18;139.247.431,05;1.038.485,33
abr/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;9.369.158,32;145.209.658,72;105.884.585,39;2.091.525,12
ago/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;4.796.846,26;111.066.247,98;112.985.189,36;1.084.751,81
jan/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;1.285.205.609,32;100.560.380,76;16.612.671,14;123.653.596,24
jun/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;46.822.799,25;140.064.286,06;120.890.193,91;1.049.813,65
mai/25;37000 - Controladoria-Geral da União;37000 - Controladoria-Geral da União - Unidades com vínculo direto;11.395.835,88;114.423.374,15;135.634.809,28;1.155.760,32
ago/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;1.533.249.295,96;1.201.243.103,64;1.576.202.684,60;188.494.294,21
jun/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;2.315.478.987,05;717.158.111,98;596.607.484,12;255.625.087,28
abr/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;479.960.904,94;982.845.325,26;991.036.032,65;374.038.955,52
mai/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;970.624.179,09;725.103.065,36;775.223.567,23;253.717.537,66
jul/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;1.661.293.484,30;1.553.371.243,35;1.365.036.819,91;265.759.801,94
fev/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;1.097.240.495,51;447.661.073,29;292.605.613,23;605.268.354,06
mar/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;1.211.319.028,71;778.017.257,77;459.126.854,43;338.314.003,10
jan/25;39000 - Ministério dos Transportes;39252 - Departamento Nacional de Infraestrutura de Transportes;972.703.262,06;68.408.293,26;977.451,78;1.032.173.565,79
abr/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22204 - Departamento Nacional de Obras Contra as Secas;109.611.220,89;64.915.998,78;54.064.768,90;14.627.338,88
fev/25;53000 - Ministério da Integração e do Desenvolvimento Regional;22204 - Departamento Nacional de Obras Contra as Secas;62.856.768,09;52.215.663,82;52.377.859,90;14.096.705,37
